title,link,company,summary
Devops Engineer,https://www.indeed.hk/rc/clk?jk=5a8c3cd98843725f&fccid=6fe2c33d76238832&vjs=3,BOWTIE TECHNOLOGY,"Experience with software development. Build automation to execute common operations on various AWS services such as software upgrades, data migrations, and..."
Engineer II,https://www.indeed.hk/rc/clk?jk=3080f6845c19b750&fccid=1ee4ec4da71f754d&vjs=3,HK Electric Investments,"To support the technical and software development relating to metering systems. Reporting to the Chief Meter Engineer, the appointee will mainly perform the..."
Senior Software Engineer / Software Engineer (Web),https://www.indeed.hk/rc/clk?jk=3113e68040b3329b&fccid=f4bb736750dbd965&vjs=3,The Hong Kong Jockey Club,"Less experienced applicants will be considered for Software Engineer post. Minimum of 5 yearsÍ information systems analysis, design, software development and..."
Software Engineer,https://www.indeed.hk/rc/clk?jk=7f4e0609735bb35d&fccid=b534c8c26d28f22b&vjs=3,Beautitag Limited,Job Summary A Node.js developer is responsible for writing server-side web application logic in JavaScript and/or variants of it. Node.js developers usually...
System Engineer_Up To 35K_,https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0AMuD6leFL2LQyShjXlW-_0CmOvDvwZ81xsEIpB6r-nL_yWVFyNGcKud4N7pUx71AemgDgHz8g_-Nqe3chmsa4bv-mkJWh6sFngX1bbXOy4k_QIPtAjmxBUVfPdOBmYhtF6OZKOSUuEnzwi9QbDfU1ADAlJakVbNnvtltg4moDGAUjz8usCBGKvQr40UYgi5sBxzwrib32BvcPl1Q59yvgNUHmSNF3wz0-UEvA0DaQuIclIUMMwezbi8hNahNu08UlMIgwcAxNtFwwjpSJDFTthwtP_1UW5AvZQgk_8xgUt6XEwBS9fS-TkmqTpnDgwGLC_07j3RjxhxDXHJPpRBWAi0oOdn2FjY1fvKM8ECHb_WEJ8dee05ucMv8qc0BM7rlhnAf-l46ipFdrut9uMWiXmqqsjUx0mYQukFZy0XfYj4eUHclmWF-8RBZPLHJ5zfIV21ZDgW_DOk6nMv5UvhS2AhifsDmCnPrQFUwY1fn7fpR7wSyYfhm7e43pP3TtSByF88th5C7Crx4fDrkUkC-T8JqoyMXUK_V291cq-ybwXp30kWU7Qq6yt-BVi0FeBqwRV-RTpajb4D-eLWoQPnSiuBZC3J_z9wWY=&vjs=3&p=14&fvj=0,Reeracoen Hong Kong,"Security Engineer, Software Engineer, Software Developer, Pre-sales, Programmer, Hardware Engineer, IT Executive, Systems Analyst/Consultant, Project Manager,..."
Data Engineer (Software Engineer in Data Engineering),https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcwIgYKpMQ9yCSJLYRUAPEMUOrtspdyf6xcLFp7xDOcxgVxWmy47F901-6ksbZMytuoG01c3KDlZ2IPNdmmMbajaldrS1ftFBChwQLdsPLhCX5GlPIH6U2_-YumDvLgwVCx39E2RNlpdsJ5V1rNoZ7uOral4W_p7rVByihSubAsRZKCknxc3Sd09eCIpuuLK4Vi1y439Knr7PLa8OXb3UtdD57OTIqqJ5QkU5gheDU0JG6iFcHz6rq2sxVpFgN0jI8CrvOCgUFzJLIo1TpHhzmVFjImJNea5oWn1r9JhtqJLhSeQv1Yyo3J8PhT5WsYhDswc2qMq0PUR3l_lEu1x_XESKtlhoofWNK9xrEpBB3bX8aoYrfbbcCxbNXb9ejQWICWnsBVVwN8qybl6EXnxazqT9ZirtTb8j0MaG8r3sgbOEMEwt2pIY-0apx6-uIrtC0wtBmkjQYOQoNit0v55jZHxh1ccQodwfO7dqoNokQ4TMVxghfWWgsbxAsBslV_vqMf1YrBnWWCXsq0jt9QXGupE1Is1h9v4dOiyVl9Dgf_-sr2rJsDkbM1vNZ7MzDvWsS3P7g2cp_G2cKO8Re4mBgMIIf6_beJjomq_aYmDUEuMmImXuhBwjjp4&vjs=3&p=15&fvj=0,HK01 Company Limited,"_____________ __01___________________,_________________,___________________,__________________ __01______________________,________________..."
Software Engineer,https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcyxRd0Fc66DhjafB2FP0XadjACZd2Ad-afkYVncvdmRBqLBnnU8bQoYmzUqj2lVcmn4NkRxVB8R1_aBtkfGuxjOAusM0rRUR5xv3OmFOry5l0quf6Pic753lGGshybxOiR4MmAHIzfmzji-rlp7DRfNjtcMQA7iC6VQkgGWcah3_WhDt1Wyf1v9Vc4L0luu_mqiaHRF1sBlueEMX6GLs2ViqpBa9Gc0OWfiTljWuUaGIzULLY6O0yvyMPqRVab1cju3i5vO9UkxU-DdsLWzWBawUHthrcqEOcWpV_xlTLN16_I1MfJKjd-lJ8s4zok0kqjIvMY3mDQYeJ2nWFyvrvQPuQuSqO93vUqWmxTCESPjIFqy7KnwHDu8DP6ljS8b8r19kER9WFL2fmlAThAAIo__JDOi0Xk2NvZ1LyDvKDHvmvYuWBdvVzeGr1h59xmwXlrlqNWNLXiqt3X2eik72ymPrysiD68ovcC8t0AqvN3krGKxtlEy1KLme05MZ0ORJGWhMDHo_PvHVysPlJ6MN66160_oJMUYmGXEzBXQs3ZEWbBrkq5yuR9jcrhxhuEkhoHUwojH6h1G4mYyJfxw06kkeiSxBq1oNRV5KoECAm4Wzbpj42Fpffpj&vjs=3&p=0&fvj=0,Million Tech Development Ltd,Million Tech is specialized in providing effective and innovative IT solutions and services. We have been serving a wide spectrum of customers in Hong Kong...
Software Engineer,https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcwBRk7RESyS02WBwwLsDptbAbZA372ikknQNGJ4PqeJSQRkKAy0C1YM60IYH34J-W-sBZ69BMsMzgEKWhu_mcUzAp3mNDiem-qDrkvCc-PYp3FtDBSagwiukPUrnCiW_Qo47UrBFd_43bAkQYDB1VBqBKs0qXJoqehjzXFCwJvLnB7qtF2A9Itp2yrI3Q-zNSxSU1foXu9YEvn__4dCYtR0T0Spry2EnoQfqNcYyLOBgCcoEYAl_IHXYtIP0Y7foe5TYOghQm6EbV19PSofBntl5SheJH6LAwUnopOv1_6D99X3IuuOIeicdK7sDn5iWIaHjmqdcHxdY3hAK4R4MJ-CG7Xm3POIY8iQiZdkn3qb6QclnV5zTxm37gIUIDix9YBMLi7fAbPJRw0FFkuCAz8jOiaPduBqPIBrCTtonVuSucv1Xdy2aPDuTW_7767pM-JYDClO2xJc6O53SIKc717QeGq0s-06AMgdK-c0AbYyLILnMgK7R-TcOWhF7B0f9H1dfN7XqQamu7KE09YdYZVH8w6sYX4AAxErUXYC5c2fUKSTSX3XH-srkZ1gVrB1ZaEfa7m1E4GjMSbu_dDU39V3MzNQ1pSPZZaYnAPwoAbusE4DfmnmWiAd&vjs=3&p=1&fvj=0,Sanwa Biotech Limited,"The company was created in December 2012 from a core team of founders with entrepreneurial spirits and cross-functional backgrounds in business, biotechnology..."
________!_______,https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0AMuD6leFL2LQyShjXlW-_0CmOvDvwZ81xsEIpB6r-nL_yWVFyNGcKud4N7pUx71AemgDgHz8g_-BMPxMB4b8el8eZszMhL9yqskBG9zMb-7KCjdkSniTOAZWnGEmAmeHLTxBWf76Uyhmh3sG7lGiiDK10SdfAyjEzBJhyCgqQuX5NGd-KO7DV1KWiRvWR_Kbu7CHa_NsiSaFyEp3DxEjSpqQ3BS852pmCmS9-35ZEVbgglfJB7YFntSTIc16_YGMx5-_HY_tPYRZCiUlo3ZDESJ6m2AsCBb4NUf5NJ7c9GlK56m9OZdJX1iq1xhO0zmj4B2_bxgTPcnGHIy6Iy3lBdz5PIH08PenJbbBN7E-FSakcNeFkGluFdcGwaz0I1KgfH97bHlCxsSSo_spP_oF475nt_vOh86kg1ayPopZDGwycCZYrTvA9PyKKDkJ4JxJZ90Ul8L2PEaTMaIEEqz9cYso4iyKGmmLLeDLYM0SOz8Wks3frgzFm3f6Rg8gJ1rvl1HCLjc0xBiltIdeA5q_x4HUG9hSfMGLfAKH4DlhbUJIJKkFAWNAdpICcsBShMCszwDbjiuhF9R31mAxSxII38TjmJeguzsA4=&vjs=3&p=2&fvj=0,Reeracoen Hong Kong,"Security Engineer, Software Engineer, Software Developer, Pre-sales, Programmer, Hardware Engineer, IT Executive, Systems Analyst/Consultant, Project Manager,..."
Senior / Software Engineer,https://www.indeed.hk/rc/clk?jk=e07f84a5db60866b&fccid=d24ba5477c6e96e3&vjs=3,Midland Realty ____,Less experience may be considered as software engineer. Cheung Sha Wan....
"Senior Software Engineer (Java, Server)",https://www.indeed.hk/rc/clk?jk=4e08cae8903bf78b&fccid=75c1d432a66db773&vjs=3,M800,Job Responsibilities: Design and implement server side communications systems Prepare technical documentation on server side applications and system design...
IT Support Engineer,https://www.indeed.hk/company/Recruitfirst-Limited/jobs/IT-Support-Engineer-bda8b81bba6b64f6?fccid=2dadb26f41954e11&vjs=3,RecruitFirst Limited,"With experience in network devices setup, PC/Server hardware and software application support. Perform user support including PC hardware & software..."
Senior/Lead Software Engineer - Application Development,https://www.indeed.hk/rc/clk?jk=7ba8b093224864bd&fccid=c11a74da6e2c9af2&vjs=3,Lynk,"As a talented fullstack Software Engineer,. Strong software engineering skills, thinking in framework/platform terms, setting and following functional..."
Project Coordinator,https://www.indeed.hk/rc/clk?jk=d25271b7ccba8730&fccid=7e57982cb894da40&vjs=3,Classy Wheeler,"PC knowledge including Windows & MS Office, including relevant engineering or design software such as AutoCAD (preferred)...."
Senior Software Engineer,"https://www.indeed.hk/company/Urban-Spring-Co.,-Ltd./jobs/Senior-Software-Engineer-60369e9e087b0958?fccid=a231b900c6037f9f&vjs=3",Urban Spring,"As senior software engineer, you will lead our DevOps, as well as implement various software and firmware as part of our Product Development team...."
System Engineer,https://www.indeed.hk/rc/clk?jk=bf70dd492a7a8613&fccid=c3c72b2ae929c5ac&vjs=3,__ Pricerite,"Handle helpdesk call service and provide IT support to the users including PC hardware, Mobile Device, Server, LAN and Office applications software such as..."
KERING EYEWEAR Industrialization Engineer,https://www.indeed.hk/rc/clk?jk=65b9b9e5f310acdc&fccid=2c1ebe710125ee82&vjs=3,Groupe Kering,"Good knowledge of software such as AutoCAD, Solidworks, etc. 3 to 5 yearsÍ working experience related to Engineer, with eyewear industry experience would be..."
System Engineer,https://www.indeed.hk/rc/clk?jk=56971dd0c36802e2&fccid=23d8faaa65d78b5c&vjs=3,M Global Technology,"Provide hardware and software installation, system support to users of local and overseas office. Supports infrastructure and application security services...."
System Engineer,https://www.indeed.hk/company/OneAsia-Network/jobs/System-Engineer-a121ea0a73b8b33c?fccid=e03de5bf389cdf80&vjs=3,OneAsia Network,"The principal responsibilities and routine tasks of a System Engineer are as follows:. Install, maintain and update the operating systems on the physical and..."
Test / Quality Assurance Engineer (Software),https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcwg9Naab9KVy4gxYMYdyR-cM967kawfpzNp1yFsA1jKs54M5PK3MDDg3saerxV1RVHaAH91wxICDjM32KoVHwzj-KkJn8PIJ4hZMGiONMwa8hu9ukQLyXLaqV3xg9kkufQuMBw_8SVi7L-kHQOV3RuI0Y0lYCU7DB5GReJ21uDR46eYKzvUrmZCR4pZ2yU627nhj6LG5t1bJuy0rnORzkdA9a3tHDTJPIxWvSkwMyCTgL8eY-DkpssgKEVzQ1ZkSKhqnCjhDLFgu2XmUbXYDBSXqigwupUlsjK_kn7ImnXD8ISOtX2r3qpH2FvEISgxXD4pKWjhN41xCuSU2_EG6RdWFhsKwCsIxhHoz3MMnbTQRVNf-jSD8aq1kwiYgmti-ErbGyEovknNT4lHRQIwAC_gg3-7ZE19kD-Ba9o8pj93bA9E4aEuwPl6OMo3ny8r8Kw5Bx4gRJjFYa28PUCj5KAdrO2DfvRIcvLXv8EatebjQ-_LdioFiS6DUZxTcnnMGicyQ1JP7evTfvJZ7FxO-UfeaJD2vtRCcfaAafmXRej5NaIR7cpF7gxX1zAtS38jpVxfvTkdkU_9CkFWGtAWgrXR0po-BrekPNo31HdvUqwjpz8lV9m_qZL12LR0YqkNY0w=&vjs=3&p=13&fvj=0,GDC Technology Limited,"2+ years experience with functional testing of system hardware and software. GDC develops, manufactures and sells media servers, content storage systems,..."
Software Engineer - Frontend,https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcwsO6asyFw9spgzXb_t45IDDhrx80rQDb8ui7iwY1LsgKWjsYk2jmN3Qg4z-9IZKVYMr0AC5xr8dNzP_ZI01nZ5kQUSYCqgG1h5FB0WEZlp1PoB4OUKP1of7LlRDnPwBFzYD7863X3zRXpzjNdoXq6veSJ56Cerr3N9bCMVr4501cOJLKuHV8d_8Laju70QnQyPT60ECJ3XhUnRIdTdpdmW5n2vlgYDCwAasSgn1BT1clSB-bpc_xmeX1SLWL3mT2P6Kgb3NXiLWohgKyqTXpmwmVOtBlatUOSwWMOLJEM_GhaS90suAQvaW9IDdzOJ82F70X1nHEhjvORuuBPiFyaRwDP6jrz66_vywnngfZxM9n0PYkI9dhwWMfzdhsparg9CGsNgeHBOQmMjWKDYZYqh9dh0AOLwpGBrHkjPKxYFMkjHHf5aONYjCfo7TP9C-4kp34CuhUaBcCdHLwNiCIvuzEWQa91v2TbCWuxuf0Bf5GPDo0s_k7D2tStTuax4sVIAGIMrQdW0rji30QstrGsiEa-OdnnsL_8sC_CwcULS3hTVy6gyp3VXQQDHU8BeHJl1afWb1sCipjd9JthPR-ekrj4B1sjj5r9uQiizvjn3kM2lLg3KMIy3LXQFKUGTNzk=&vjs=3&p=14&fvj=0,Xpand Group,"Front End Engineer. This includes understanding requirements, building and deploying quality software. Excel in a self-managed environment, utilizing best..."
Software Engineer,https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcwsO6asyFw9sp4XsUaaDmlS5MvqxvckWdlJQZSoQlVWsYqtrH_gP0CswIIMlqmvMRefwBGtFDixz4Ych0RBXlsDkGn9uhYo5IOBCmFPdYEmbnP0DzNeS-pCvoJODjVVssE9MRZghJeQuS8da_qDPhPTWVKV4dwTjTwF2qO_dO9WUfEZDek2vKpMPuM10C2gFhgAuxv31tB4mIp4mAhrL5UU1Y1VRdXK_YtgvpKGrVrHdQerKWIV4ZfeOYdrTD8OYSs6m4MDYygcOWsolM6HZpYTb6pysXcmnmoXTpHneSPDCOUGlImmPRcnj36PJ1yXhOor-vZ1Q0mqyzc7PXQNWffhW3i7sW1MRjk41czyAEEujQcmv_2cL_OELCl1EQYAGTV7Eee5qTKsX2FnyXqqZUlElU5vJqwwGPp71huuo0d_ufpieT0xeE0DcU9yP_A9_LVWScN_yQaLh9ziucMQ_AQ5dh8Ndh_M3k5LQILW8niT_rSopO3YmowK33Qy4qQIT_61J-6ZiVMQqguwx1rUvJFpA3XrtNcs1DyHZFyST_yUF8XXwR1p7_WwbkTrTv22DG9ByAu6KPmU_9bu9Z1YgDCGbF0vy-lRsNAuDez1mTZv401H0TfJ9vciTqQe-5k6Exk=&vjs=3&p=15&fvj=0,Clover Health HK Limited,"As a Software Engineer, you will:. We are looking for software engineers that want to solve many different kinds of problems...."
Software Engineer (Ref 013),https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcwcSCURdOYkIgMNA9_ZBqwTTj0K4zqf1KxT7pjZQqUZX2u3IeBJvGiO_SCsx_mWj5Ngi8Au8Ew5YSn65HBRRg6xAcRi4TTV50h2g651Pl9hWI6iVBeUM1xBXApvJmmRj63FHTu0pP6fA-JoMwHsb5BSHBhVBLNILWDU4sFTjTw2QRNSLN7OQVhc32W9rfBIE6DrBudTlgixzIUVNdMx6Sq0K-XMIawl6doTpR1MmB01qH6JpO40GumibWxluZD-VLV6M4lSsvlfCPsxY0dSLntGbLFSvS3tLPaiLVfoDp5EgrR9bQnSPaXs8pd-4BROEtRnJo5k1rKpg1Xw0NETtiGKuhVzK95Zas-H8UQOx1dQYDJ0TKC9lPun6tEBAfpKrFe0QI8gJ0Nos8h8aun2UVTZ0I1hUyAPH3QvSqtdx9Ypguzh_HGf5vLZqnGTFDMjti9PXlPQi_43NSVUcTWnYvHvHc7mMo75bkZpjLixWL50062vgLPahvNJzykKEGIkI0j0BYUhRQxuZeZ_SiTVw5TVALUdC4c1UYAC7hEJULW8E6pPZQY_xdi21wLooUimcXubVvrS64b-YVzhHZ2WAbiQco5nUHH50lx9wBGyiKP0LQRV_1e83kdL&vjs=3&p=0&fvj=0,Triangle Recruitment,"Participate in all phases of software application development from requirement gathering to implementation, testing and system delivery...."
IT Support Engineer,https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcxMEGL9bw_Enu2Kqpl0rxh5KUd4SgziEyHij9GODVQ1-bam9pihgXKW7yqPOlDbUjLtsu7yWtsGcVMdQSfFgj-mC_OAoVm80IjGI4XPFwfY3w6HCHFzPRw5jqx2ZLKTxBN8r8D4wdhaiUDK0KoN3Ecv9DVglGasxE4q-TmKb7SazrpiQ3DOS_gNieEFnZRjEEQr7YHTzDQ55KYj6GH0P4A9PQF8_473u3Ef387bidW1dKi6Smgjpx5gmIwTeyo318DPGUssjRw184DTcD3E4HV7iDi0xpG8amUzk0OgU6G2vb2gUHZil8gqgK4zgDuhImE8XbLW-cNoNBnV67t-XDl6ijP4qbZI18EWiacv-muHz04yj82a9tuU6X-n6Z6aCpl7WnnQoMROWb2LY9ZzxUUn2U4YZe-qpuwhXYo-Q4dTA_bQy9DYVmXtSlu90bUI0QcvU2-j5tAQIIhUm0Lo9sTCdiTYNPTekaYlpYjWn_K5JiqQ9bmrKlJ1_GzuUfsLkesUq8rTq4E5lJXAuv-PPjfs1dfEv6aFFpJ8DL-BH5T2RTL5HnUrndI6LgcSu9V-EeeiEtqf17GiogC2Jj-J99tF_rS0abLXec9Z0El05aKVHYcp8Nkx4IT4&vjs=3&p=1&fvj=0,Wah Fung Computer Services Limited,Install server and configuration (Hardware and software). Candidates with more experience may be considered as Senior IT Support Engineer....
Software Engineer (Front-end / Back-end / Mobile),https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcwIgYKpMQ9yCWj9nGJeGGX4w2XOJU91Qn3byQfqkwdRooleaN-7nWp9Vx8n2odpZOJCYM3jEFHXBHk25Kz3bcbYlFKdnWgT_OayjAG0znTN9iFJCgiPaLesW_BU0esktVK7HoohLn2s68_KSJRw_cVb1r2A8kuGc6sDJq6Hl4LdEpb6p1RD-23kaZRtV8OGrbWfiw3DUtCy9XO22sv987pOqamijVU3Zqi19MD75UAsVfR5HDEXZ-OyOx3Yy1Bjx6olROkdnquUanj0WoUPdhskM0Bd1Ka7QLmX_AjFWp-1CamBOhboUXA70heRyWk6pxInjzqIZDrrpiMK7potT63WVlfp6_8-LkIZnIAlN-RLpZqMmxqIW7KAqQXQlhSPecgdqC_Wa9hLvfwhvUpkrjei6p0e27g04f6tfDk3w_O5dBdlct9pGOBYOGjCDWfgPxJ7m8C1Cft3wPk8DX9spE6aJJ5PGcXhPSE8I8QhZBOv2ZkfSkynzkYS26m48Zo5Euy1h-808hOWtezHnbes90lrBzP3q2nWbyM8_bm2GnViBIAcpOH4_cbWElU40Bx7TO7ORC27fwqgX9PGP0h8r2kVsl7I_Je9yl70Rtq0HXGZS8MZv38gkcpR&vjs=3&p=2&fvj=0,HK01 Company Limited,(Front-end Software Engineer). Applicants with both technical skills will be considered as Full-stack Engineer. THE HONG KONG INTERNET LIFESTYLE PLATFORM....
APAC TPE Equities Application Developer,https://www.indeed.hk/rc/clk?jk=458d524a6d232cfd&fccid=057abf3fd357e717&vjs=3,Barclays,The developer will be responsible for the development and timely delivery of new and/or existing software and projects working with other software engineers and...